predicted_labels	true_labels	lil_interpretations	gil_interpretations
1	1	[('of incendiary genius', -0.4328669309616089), ('the most part', -0.451831579208374), ('knee - j erk', -0.5036234259605408), ('incendiary genius', -0.5107749700546265), ('quick solutions', -0.534881979227066)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	"[('than in the original', -0.23495018482208252), ('the hefty audio system', -0.24730288982391357), ('o scar - winning', -0.25216197967529297), ('as good or better', -0.3052130341529846), (""hor ner ' s"", -0.319902241230011)]"	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('got fing ered', -0.04871493577957153), ('to sit through', -0.07955276966094971), ('fing ered', -0.14412814378738403), ('sit through', -0.15783965587615967), ('a major release', -0.17155486345291138)]	['astoundingly', 'ugly and destructive']
0	0	[('small potatoes', -0.13388848304748535), ('10 times', -0.20291656255722046)]	['astoundingly', 'irritating films']
1	1	"[(""n 't so"", -0.6561610549688339), (""is n 't so"", -0.713734358549118)]"	['astoundingly', 'show-stoppingly']
0	0	"[('entertain ments like it', -0.03429889678955078), (""`` appalling ''"", -0.0662834644317627), ('just how dangerous', -0.1394723653793335), ('can be', -0.15584617853164673), ('of heaven', -0.1651378870010376)]"	['astoundingly', 'ugly and destructive']
0	0	[]	['astoundingly', 'astoundingly rich film']
0	0	[('frantic spont ane ity', -0.07786118984222412), ('lots of characters', -0.11058676242828369), ('doing silly stuff', -0.13653063774108887), ('stirring the pot', -0.16277164220809937), ('of characters', -0.24442559480667114)]	['astoundingly', 'preposterousness']
0	0	[('is all too familiar', -0.23965579271316528), ('all too familiar', -0.29191088676452637), ('the taste', -0.43318355083465576), ('its quirky sentiments', -0.5023676753044128), ('to its quirky sentiments', -0.5058119893074036)]	['astoundingly', 'let-down']
0	0	[('very bad special effects', -0.01177603006362915), ('very bad', -0.10808300971984863), ('a series', -0.11374670267105103), ('its worst', -0.1413004994392395)]	['astoundingly', 'undramatic']
1	1	"[('involving ly adult surprises', -0.31137531995773315), ('a constant edge', -0.3453853130340576), (""mill er ' s"", -0.36944031715393066), ('ly adult surprises', -0.4007667899131775), ('tightly organized', -0.4232524633407593)]"	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('out of the familiar', 0.14133203029632568), ('of the familiar', 0.0748511552810669), ('the familiar', 0.051558494567871094), ('this heartfelt enterprise', 0.00516742467880249)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('cred ul ity', -0.09514051675796509), ('the waste of potential', -0.09962522983551025), ('strains cred ul ity', -0.10326218605041504), ('a technical ity', -0.13617593050003052), ('of potential', -0.16922730207443237)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('the third of these', -0.06685930490493774), ('for video games', -0.12173360586166382), ('really only', -0.15998977422714233), ('the movie', -0.21433097124099731), ('of these', -0.21930265426635742)]	['astoundingly', 'astoundingly rich film']
1	1	[('subtly satirical', -0.43626344203948975)]	['show-stoppingly', 'astoundingly']
1	1	[('the quirks of fame', -0.1567288041114807), ('a w ry understanding', -0.18794655799865723), ('the quirks', -0.4141845107078552), ('of fame', -0.42830169200897217)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('late in the movie', -0.05458343029022217), ('an irritating character', -0.11590379476547241), ('in the movie', -0.1306479573249817), ('the movie', -0.22773784399032593)]	['astoundingly', 'narcissism and']
1	1	[('big , colorful characters', -0.3450607657432556), ('the kale id oscope', -0.4782392382621765), ('kale id', -0.5806394517421722)]	['show-stoppingly', 'thought-provoking film']
0	0	[('indicated prof und ity', -0.04983627796173096), ('long - wind ed', -0.0538596510887146), ('circular ity itself', -0.10695904493331909), ('long - wind', -0.10756880044937134), ('prof und ity', -0.10944479703903198)]	['astoundingly', 'ugly and destructive']
0	0	[('self - serious', -0.026993155479431152), ('ch ris rock', -0.11702066659927368)]	['preposterousness', 'astoundingly']
0	0	[('far ce', -0.11992377042770386), ('ultimately tedious', -0.1494603157043457)]	['astoundingly', 'preposterousness']
1	1	[('to good fun', -0.3954535722732544), ('good fun', -0.5181082785129547)]	['worldly-wise and very funny script', 'bang-up']
1	1	[('as it is haunting', -0.2691498398780823), ('as sed uctive', -0.3788195848464966), ('it is haunting', -0.42075300216674805), ('is haunting', -0.5335416197776794), ('the above', -0.7038686275482178)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('the lower depths', -0.08548271656036377), ('sung those blues', -0.1019633412361145), ('those blues', -0.2219620943069458)]	['astoundingly', 'preposterousness']
1	1	[]	['four star performance', 'worldly-wise and very funny script']
1	1	[('the startling optimism', -0.26802176237106323), ('of the children', -0.3198269009590149), ('the wisdom', -0.4376872777938843), ('the children', -0.464199423789978), ('at times', -0.4658893346786499)]	['astoundingly', 'show-stoppingly']
1	1	[('heavy - handed', -0.3087826371192932), ('punch - dr unk', -0.3337761163711548), ('its title', -0.38666319847106934)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	0	[('his characters', -0.36731547117233276), ('understands his characters', -0.43686750531196594), ('in contempt', -0.6755782067775726), ('hold them in contempt', -0.7898310944437981)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('prove anything', -0.7915298938751221), ('to prove anything', -0.8460117727518082), ('has to prove anything', -0.8848559558391571)]	['astoundingly', 'astoundingly rich film']
1	1	[('the cath olic doctrine', -0.22715270519256592), ('in its narrative form', -0.40181922912597656), ('deeper than that', -0.43695855140686035), ('the complexity', -0.4586126208305359), ('fundamental choices', -0.4727270007133484)]	['astoundingly', 'astoundingly rich film']
0	0	[('young science fiction fans', -0.0023693442344665527), ('stomp away in disgust', -0.008135497570037842), ('are with pop songs', -0.04948931932449341), ('with pop songs', -0.12502336502075195), ('science fiction', -0.12840473651885986)]	['astoundingly', 'ugly and destructive']
0	0	[('it is ban al', -0.014320909976959229), ('ban al', -0.1238473653793335), ('it is', -0.1773594617843628)]	['ugly and destructive', 'ugly and mindless']
1	1	[('mainly non professional', -0.4610480070114136), ('realistic performances', -0.4982537627220154)]	['worldly-wise and very funny script', 'astoundingly']
1	0	[('find its pleasures intermittent', -0.3926513195037842), ('its pleasures intermittent', -0.39361661672592163), ('might love this film', -0.43139487504959106), ('this film', -0.4538062810897827), ('love this film', -0.46643102169036865)]	['astoundingly', 'worldly-wise and very funny script']
1	1	"[('an unknow able past', -0.2153112292289734), (""land ' s search"", -0.3036748766899109), ('he makes language sexy', -0.3485928773880005), ('a ne ater trick', -0.36835765838623047), (""land ' s"", -0.42417460680007935)]"	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[]	['ugly and destructive', 'astoundingly']
0	0	[('failing to exploit them', -0.07540827989578247), ('part far ce', -0.10067838430404663), ('to exploit them', -0.1381838321685791), ('part sliding doors', -0.143962562084198), ('part pop video', -0.1532389521598816)]	['astoundingly', 'ugly and destructive']
0	0	[('blade - thin characters', -0.01844191551208496), ('pun - laden', -0.04557758569717407), ('blade - thin', -0.0551261305809021), ('n umbers', -0.163394033908844)]	['astoundingly', 'preposterousness']
1	1	[('the consequences of words', -0.08086931705474854), ('the complicated emotions', -0.1412205696105957), ('its underlying concern', -0.16249561309814453), ('countless other thrill ers', -0.18956488370895386), ('fueling terrorist acts', -0.26073193550109863)]	['worldly-wise and very funny script', 'astoundingly']
1	0	[('my heart strings', -0.5058929920196533), ('a fool', -0.5643447935581207), ('like a fool', -0.6443516910076141)]	['astoundingly', 'narcissism and']
0	0	[('an ugly knot tightening', -0.05957549810409546), ('in your stomach', -0.16328853368759155), ('your stomach', -0.22484523057937622)]	['astoundingly', 'ugly and destructive']
0	0	[('to retain their lunch', -0.032115161418914795), ('retain their lunch', -0.06641340255737305), ('at least one', -0.10452991724014282), ('their lunch', -0.16678810119628906), ('at least', -0.20649582147598267)]	['astoundingly', 'ugly and destructive']
1	1	[('many romantic comed ies', -0.28570103645324707), ('charm to spare', -0.39158177375793457), ('in the audience', -0.4563071131706238), ('to spare', -0.4888729453086853), ('the audience', -0.5539402663707733)]	['a funny and touching film that is gorgeously', 'worldly-wise and very funny script']
1	1	[('magn ific ently shot', -0.20000594854354858), ('entertaining ly acted', -0.27215200662612915), ('170 - minute', -0.33881068229675293), ('ently shot', -0.48435741662979126), ('magn ific', -0.5648700594902039)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('a minute', -0.5308452248573303)]	['let-down', 'bang-up']
1	1	[('insight into human nature', -0.14474886655807495), ('friendship and sexual identity', -0.16101449728012085), ('into human nature', -0.29410457611083984), ('adolescent year ning', -0.4273172616958618), ('class conflict', -0.48263996839523315)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('enough amusing banter', -0.32328903675079346), ('both kids and parents', -0.35038137435913086), ('ly curse - free', -0.35347288846969604), ('this slightly disappointing sequel', -0.3858681321144104), ('slightly disappointing', -0.5093260705471039)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('to care', -0.21705281734466553)]	['astoundingly', 'preposterous']
0	0	[('more irritating', -0.25927889347076416)]	['astoundingly', 'ugly and destructive']
1	1	[('the unique relationship', -0.3644255995750427), ('a character study', -0.4435161352157593), ('between them', -0.531338632106781)]	['show-stoppingly', 'worldly-wise and very funny script']
1	1	[('its premise', -0.6200074851512909), ('without fuss', -0.6223229169845581), ('of its premise', -0.718108206987381), ('cold war', -0.7637444883584976), ('the in anity', -0.8142161667346954)]	['worldly-wise and very funny script', 'show-stoppingly']
0	0	[('of the comedy', -0.3517376184463501), ('the comedy', -0.407776415348053)]	['astoundingly', 'irritating films']
1	1	[('more often than not', -0.47118544578552246), ('of work', -0.483877956867218), ('more often', -0.5302814245223999), ('than not', -0.5661657452583313)]	['worldly-wise and very funny script', 'four star performance']
1	1	[('techno - s aturation', -0.4175441861152649), ('are far from novel', -0.5010013580322266), ('techno - s', -0.5078743696212769), ('w ry', -0.5213107466697693), ('far from novel', -0.5589649677276611)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('at the big time', -0.39884185791015625), ('of his legendary sitcom', -0.41854506731033325), ('his legendary sitcom', -0.4221768379211426), ('stand - up', -0.43905478715896606), ('the big time', -0.44638878107070923)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('around a gripping story', -0.2656274437904358), ('a gripping story', -0.37747013568878174), ('the best of technology', -0.41010040044784546), ('of the first order', -0.517743319272995), ('the first order', -0.5462169349193573)]	['astoundingly', 'show-stoppingly']
1	1	[('beaut ifully observed', -0.4466423988342285)]	['show-stoppingly', 'worldly-wise and very funny script']
0	0	[('pret entious visual style', -0.04301184415817261), ('the thin character izations', -0.04590868949890137), ('hack ney ed', -0.08467262983322144), ('pret entious', -0.18056505918502808), ('nonexistent plot', -0.19532734155654907)]	['astoundingly', 'preposterousness']
1	1	[('of a good sitcom', -0.2156364917755127), ('a good sitcom', -0.3148784041404724), ('the punch', -0.44938284158706665)]	['worldly-wise and very funny script', 'four star performance']
0	0	[('been someone else', -0.07284802198410034), ('someone else', -0.16499602794647217)]	['astoundingly', 'ugly and destructive']
0	0	[('post modern', -0.19315749406814575)]	['astoundingly', 'ugly and mindless']
1	1	[('a roaring success', -0.3867154121398926), ('released eight years ago', -0.4680896997451782), ('eight years ago', -0.5409578680992126), ('on im ax', -0.5853050947189331), ('eight years', -0.6117899715900421)]	['astoundingly', 'astoundingly rich film']
0	0	[('on its own gore', -0.01335996389389038), ('its own gore', -0.04564470052719116)]	['astoundingly', 'ugly and mindless']
